user_id,num_reviews
100651922395976120651,29
100653059155218506571,21
100654565094407914543,25
100654785689319218969,24
100656878706300884409,27
100659047008586841400,25
100659472987823265550,20
100659956183973041749,27
100661599537971978726,30
100662481739145819480,25
100662643485441049880,52
100664572911148469200,26
100667550728762321585,28
100668901037030502962,21
100671743836415531731,27
100675026245307403298,38
100675403142683893945,36
100676281712460449222,23
100677754530833225947,40
100680635125732126785,22
100686305881675443580,23
100687659531489816900,23
100687806497477517572,20
100690015548369298665,24
100696925840213391463,54
100699301418193626914,42
100701022150593204084,21
100702277550471463128,22
100703224157788940156,25
100703857669222630081,27
100704779569459176334,29
100711627102210613164,26
100713576711105144588,25
100717206689952342046,35
100717430003751232425,23
100717865289186414376,23
100720682261365326847,28
100724930170606821951,24
100726446992968861598,31
100727932456368283681,20
100729808632707452754,22
100732144508450381038,21
100737406689887023393,25
100737657472272302743,22
100737804832785310895,26
100737853824054469536,40
100742954389084668497,20
100744366717685945757,21
100745787795300933729,20
100746634684834696496,33
100749569811500337466,35
100749816972984550379,33
100753780228758754876,89
100755261152406593338,23
100755397128533460741,67
100755635478505345532,22
100756406896544560966,21
100761164889636974254,31
100767117206950665490,32
100767553782602785914,48
100768321981978310429,24
100768982394126404144,22
100770020613758250634,37
100774756347614961163,20
100778955555847133098,49
100780829686652538772,24
100782364760075198602,43
100783081653817384635,20
100783887371287371631,21
100784060176721269220,20
100786340973525738239,22
100786791557951224439,32
100787689766500480983,39
100792987958168037592,41
100795653580605341905,22
100801851542470729329,33
100805321165464420612,21
100805539474714831927,27
100806582414929704128,24
100808071935551131119,33
100808413455066999208,21
100809585022743508382,30
100809907746702614895,22
100811834834765956868,23
100814817344142100526,88
100815255868946372118,37
100816673472298193270,20
100817741840848517683,27
100817973447614755879,24
100823611603809501358,40
100823717223930484068,22
100837206854435038219,20
100841549170780143591,32
100845444211255888565,25
100846730820445205376,44
100851947173286303560,21
100855346477171659151,20
100855724539022389502,26
100856965934897085432,25
100859199451147660572,22
100863811350726522451,23
100863905345575205187,27
100864918851588063967,23
100865274373437035003,27
100865490490727387289,25
100865867453634447696,28
100871656341902462947,21
100871700591441784888,23
100872064826013576289,21
100873591017880492070,26
100876017405929374275,20
100876358952900474287,21
100877987777547637189,21
100884136066034691932,32
100891473450961027414,29
100896519371903480376,29
100898085126714946719,25
100898654490685920777,25
100900010911970750562,34
100900173016100207992,74
100901564473434731608,24
100902409669955750134,33
100903003474433809746,21
100903365038184573068,36
100904248197243082612,25
100908356457988839415,31
100909611794934646296,58
100909858088492879448,36
100911155566667216234,69
100914819436567569667,40
100917308696216453238,23
100921708351166218527,22
100923445667840240548,21
100923767565653432429,20
100924930384791242017,24
100929505505362317822,25
100930299026827536108,23
100932262016981219095,21
100932676003387197834,20
100934380959521245889,26
100936866669051147172,30
100938038554382795337,24
100939262024245851821,21
100943849695554913766,22
100944495106984518854,64
100944996559980288840,35
100945724407929575421,20
100946268513258575262,20
100951235976119178931,27
100951709406639764267,21
100952440644713673237,33
100959050123817239664,21
100961288997176421259,66
100963315188557723385,37
100964646024178129388,33
100966605001184842765,30
100970449064567774932,21
100972044242853782470,23
100974518722453666141,60
100975914999435988271,21
100978365079985546000,24
100979829975299541820,21
100982367320971633014,24
100987512139444164895,24
100991309298293927049,23
100992114242108897962,22
100992637744378699025,24
100996496499862162343,21
100996872261973615838,29
101000225114933724702,28
101000320486484549180,27
101001352463413489615,29
101004479629262146221,34
101006446001731063237,20
101010650719278858550,26
101015507565233177830,37
101016266717837705675,20
101016295521974439313,22
101017070926631993718,25
101017498496048440368,26
101018020865870671375,34
101018814862231961138,22
101019178511377650702,45
101019761224687990548,25
101020118817184855310,24
101025176790162637790,20
101027954704702923223,20
101030337539127395684,21
101033675194349889433,20
101035224222018192325,22
101038631287241559769,34
101038799726690326104,90
101039227239235322534,21
101044404980133790862,51
101046212343760230627,23
101051420331690140020,24
101055688074244207974,39
101056495397674625460,61
101058045924849522622,20
101058316599552435279,24
101059134809851973968,23
101059714564799152452,23
101060729573544392624,20
101060918091814881356,20
101061709463446947021,30
101062352670549440791,21
101065152015369020374,24
101067703531172208103,29
101074849512900283501,20
101075198630844732966,21
101076294313189731175,28
101078092225281822857,35
101078874434002390712,20
101082950881040907848,25
101083161084806816145,29
101088176420735862513,25
101090537100710449767,32
101098438357941696044,20
101098721493984306069,26
101107227765934463376,23
101107261890336651259,22
101107707811086250552,31
101108059887097975253,21
101108881939505827831,21
101109667539016558871,24
101110478930649559233,38
101110636712919975870,63
101115796595276857742,24
101119022511575273523,24
101120944436985653386,22
101121052581656832357,44
101123107931793462251,20
101125715310372556944,31
101129678925061582965,20
101131203677368148834,21
101131604163768223049,55
101132868717703222129,27
101137363711264810545,20
101138362986389067625,22
101140828658209775712,20
101144719903756843105,27
101145754262896308014,63
101147817641942221876,25
101149905190478817404,27
101150820042122109784,27
101151159689183877509,32
101156531204390107710,20
101158192109018655586,24
101160873995382335926,23
101161180918255726390,24
101161723137689186454,31
101162725208861919990,21
101163429970865055374,72
101170427991632556257,37
101170661090896694952,20
101177227875660298816,30
101178384881140030262,26
101179216337750241751,21
101183189993115226419,60
101183225042589266087,20
101183548098886437197,21
101190628592744761014,49
101191338579656445307,24
101193167021387222257,41
101195910263107344401,25
101196616070509157224,26
101197253523128195778,45
101197439883924519700,21
101199708238776784472,22
101201854522960737327,24
101213458201080699507,26
101215750258034469986,21
101216396056237137916,24
101217291017238367874,25
101220255928975813805,50
101220706149966390072,26
101221702331856218620,22
101222559322555242430,20
101223061819921508078,22
101223647952721548796,29
101226931952699230910,20
101229021002323465079,22
101229021855943676170,29
101232402732368291199,84
101235001712351135678,20
101237942248803366798,35
101238315748680036933,21
101239026750971427848,27
101239821602313038566,39
101242300817951105482,32
101243903713857717300,24
101245147019924742985,22
101245178331880603279,35
101247332734238117850,35
101247918107758138442,21
101251003760822137816,22
101251065135630564644,37
101252967687100712937,23
101255533641345913356,25
101255756916927506795,25
101257645491187781028,20
101258117258011500696,21
101263548507524275717,20
101266382684677314284,38
101271871328199100825,23
101274594682829490536,25
101275410021785495148,62
101278533397248372201,20
101283452404740898685,22
101284299955206483840,29
101290300403373336772,20
101291203103932839636,20
101291570810105148048,23
101293654559906028564,25
101294219206295573548,48
101297368107860883732,42
101299348047343120775,23
101301108118322814525,23
101301653767066561663,22
101303128510486277499,22
101306689632666407052,24
101306887053051908048,27
101310321054787325485,26
101310822103247801657,20
101312792648251920017,29
101313297626903265313,34
101313426396537417520,21
101315015375191186300,20
101316494880847921521,22
101317772106563664075,21
101323078650068663448,42
101327552421587798836,22
101327804595074269697,24
101328228492019718756,37
101329419143545268539,33
101335755151364203942,25
101336990102472410570,28
101338155842554842279,22
101339360392023158779,39
101340682379177022819,20
101346978669462332026,47
101352521674907298169,37
101352574924569490238,27
101355178769057161670,23
101357089882070703342,21
101358890470581311869,24
101360353565490627230,31
101364857280064605970,21
101365214531152119599,24
101368418314046292211,36
101369749018595571751,38
101370726242818237279,22
101371640749257742335,22
101375271908454892012,43
101383755844896268311,31
101385918825227827462,28
101390181433145927693,31
101395253001818897574,22
101395366984708000252,36
101402164093437530516,82
101403451485874536138,21
101403994303621425863,21
101405516055604717096,25
101407657989042944256,26
101411304940234204527,23
101417006750424410524,22
101417627781510775996,20
101420029544387706047,28
101421690034941123363,23
101422180434524896010,56
101425307329393087353,22
101430450411099616169,20
101431939111244948107,22
101432512866267188373,20
101433434416540021840,30
101435780190351292317,30
101435792935788420368,28
101436694032928734067,23
101436701959684751882,28
101440827535590459060,23
101442355676437879421,22
101445749454806296465,24
101450619512428034870,23
101450682567704505756,23
101450838270871699874,32
101454971479143000536,22
101455518327487095298,24
101456968561270711832,20
101457459450823638976,21
101457736336613419584,22
101459052131328281958,33
101459224705084507727,31
101463632367302223070,58
101467575880174869483,22
101468229761830566367,21
101472006010503141091,20
101474865788215050526,57
101478317534422564658,38
101479276348256824662,20
101480938888318131746,25
101481825467419319693,24
101483787373649959215,116
101483807147601211892,20
101485842100737036070,20
101491025563625720540,20
101491414262558214598,31
101492107628420092262,40
101492568098851722273,31
101495379137253094832,38
101502416712888340085,33
101504591041491415198,21
101505511583127238350,23
101510428376422613752,21
101511184561871789616,22
101513528825589838409,40
101513987192257334609,21
101514874597235198058,24
101514893281744414666,25
101515754546569458638,24
101522525021669641276,23
101529289151010017887,21
101531989655383781552,23
101533714904941015453,20
101539643506812844346,32
101554953638153719565,22
101555117568598030990,23
101558319668062918691,28
101559820490120159000,31
101560869844984983210,39
101560971314698744784,20
101567524451511663574,53
101568859496533331545,22
101569548328778212380,22
101576697052374284459,26
101580318062032664739,22
101580444561235130444,25
101580841886625427375,21
101587294908322398294,35
101592314882748043340,28
101594650915486911528,20
101595270702291163045,25
101601404567632793749,20
101603830529334904074,21
101604168233790549408,26
101609292864407118967,21
101610170043961118623,23
101614866039050225965,39
101616131029261770398,45
101617547355758277297,21
101618352224501412115,27
101625415195580086880,29
101625467750928577078,31
101625942264697040412,22
101631289221693230660,41
101642220059318948663,35
101646284307095004310,20
101648414531720201762,22
101649999147403687733,22
101652228500337911380,35
101654238346967949567,25
101657715690442830441,27
101658221419283267093,41
101663358369760507100,29
101666245125614082881,41
101667963097066818641,54
101670643780787348107,26
101671033363319952880,30
101671051441700069081,35
101671301514875743663,42
101672438400341524494,58
101675175403580965525,26
101676468271982124943,30
101676586012718287478,22
101678786774992122083,22
101680887019881172299,64
101682522603811382460,22
101682770047252349535,27
101686429436500615964,23
101690422022181107241,20
101690773066928904161,20
101696427794793080415,23
101696611085335095977,20
101697140735456466154,23
101699425808010333549,20
101704558441556884104,28
101705871797772966215,25
101711728944758121703,30
101712409862583881169,21
101712773392511276677,21
101715102735688486823,26
101715881803857127614,39
101716892978338092314,50
101720594782726618500,32
101732035470074304389,22
101735084282999383815,23
101736672166010487329,22
101736760385205510472,36
101737167905931525162,21
101740456188311422891,26
101748700028243282820,21
101749806722960810845,21
101750658589025531050,22
101751513469731705984,37
101753994635263704629,25
101761705702735918662,21
101767347196374971000,20
101768320545741440015,21
101769035979606145205,21
101771836681030758364,25
101774023691901591581,70
101779391420914534796,20
101779877445518331882,27
101783148467268321371,20
101784534138850379056,22
101786105647812234119,119
101788235937797845696,26
101791221428481640786,138
101791872564024240894,23
101792287827088974158,25
101794200208388475542,25
101796151438582442152,32
101798388379799378999,30
101798604464879388909,28
101800126393492556755,22
101802417343211728987,21
101805126118284336061,32
101805331078691934193,23
101806047962826916785,37
101809567816728212029,26
101809599528434108038,23
101810486020708611362,33
101811210759801253469,37
101813380022294697394,21
101818661088539493588,23
101821070647394950664,22
101823204465511670653,28
101823958877937857181,27
101824657850012711233,20
101827048773195509702,28
101830646031403035069,22
101835853527330800372,20
101836556776040924635,20
101843253000810930502,34
101844344730507951655,29
101845440265880770761,25
101846686513746131713,22
101853548527493130423,20
101854479372719255076,34
101854822247288937654,22
101856958587949983969,24
101858647529043551288,36
101864900291726396437,29
101864978130362388336,20
101869292866095588098,20
101872620190751216593,26
101873584652889132770,23
101875103114918070575,35
101875109739908928812,22
101875736018782241352,32
101875998493251463525,23
101878854206224669728,36
101883250033239377496,20
101884441040548764034,20
101885551211456876778,27
101887157576849368521,24
101888488122919673571,20
101888834400195831862,23
101890513053869654060,27
101891711265164734836,32
101892314102467492913,25
101895817057324722830,32
101896347176809999884,22
101896389869141249227,34
101902912219228056499,23
101903120670455914330,23
101903176687148100860,23
101903684012285205199,25
101905599350984003847,44
101906904359763479718,25
101911032424153926247,28
101911038147207694931,23
101911815941415478648,23
101915350880092192854,21
101916072554593013129,24
101918185907558496194,27
101920414823282159766,24
101929504046505140212,22
101930123657843726518,21
101936697441186499018,25
101937149944311045950,30
101940879752347197073,28
101940888076175440119,67
101941074214536683830,21
101950402741629504776,27
101951626410901099334,20
101951818361875030944,23
101953199277489962535,28
101959218074022638324,28
101960647880762730244,24
101961483099305046802,30
101965561262512302603,28
101967793050656360625,41
101968159556650169375,30
101969805303288274362,28
101972790696484347645,30
101977250341021096841,37
101980826551960136682,28
101991169990131229564,23
101994220683096142038,20
101997000188054854997,27
102002772420731192608,20
102004067903959390203,27
102005346398400131948,23
102006380719155986442,45
102006639979611408779,20
102006921069849162506,20
102008442651682706102,29
102013154891431875000,39
102013564280066334773,30
102014199047243933283,29
102016143837054139973,23
102017454472043488981,29
102017932776802301110,20
102022589149524468067,30
102024170572082031494,21
102025209768824200482,27
102026876395576799813,33
102028457859000806754,27
102028504221370170352,28
102031853211324679936,23
102032150842675190480,20
102033020998616150478,22
102034830890868513789,22
102036161156020014631,40
102040988462208014100,31
102042095703379039290,21
102042887878279452599,20
102043078251027536514,45
102044691474137239020,27
102044706000697027606,21
102048844337205915366,20
102050510169284458132,20
102050768721561654802,20
102055593342286178985,25
102055805364032322730,28
102055948230719523735,46
102059737687449088729,20
102059790613223510921,20
102061502485726084451,54
102062093310055614316,20
102063993231100376620,21
102064308794444396375,25
102070349868371996757,25
102073256872680460042,22
102074124223847539329,22
102075195216525523515,31
102078987577036296220,23
102081369087645157142,54
102083837945186231389,22
102084542345981907576,22
102085676330884962090,20
102092953114222199525,21
102093853743426077482,22
102095007732922982375,23
102095793762507493012,35
102096062961373341557,26
102096502204131321227,46
102099203198145988756,44
102100171505520480280,28
102100664669415547386,26
102101423668001050905,21
102102843930596988645,22
102105935331163818182,20
102107776630910157643,20
102110347325032745676,30
102116669984032317729,30
102120040552440779493,23
102126277377009710842,21
102127816559576392189,46
102128344220499467510,20
102128454042590059584,28
102132095891804761077,25
102137001685058277749,21
102137800721088269597,24
102140904513845791872,21
102141417226038595821,25
102141876684405911867,31
102143982667584313016,34
102146464152434016203,28
102150073908205213678,23
102150216444657616297,29
102150889143711626742,28
102151851390337725593,39
102151951121699909290,29
102157838261515666300,20
102158353262053275611,70
102159081542474012625,21
102164258613412445709,20
102165464989809327487,22
102168022720816632821,26
102170216414696663019,41
102170915484889135911,38
102170967819231725872,21
102171772069169098984,20
102174954972747562483,56
102175648707380307385,20
102175653201149507735,21
102176156322826273421,34
102177180826767391036,30
102178160202508268365,23
102180225393732633623,36
102181498136846198262,35
102185307597138910300,50
102189547099216235272,24
102190182188705520144,26
102191259895120871256,34
102191991550028128685,26
102192070322557941120,25
102192620621206029133,24
102193494996268751334,27
102194001824835409716,29
102194027949946058301,27
102194618294093800448,22
102195378019785560194,28
102196071295101119446,22
102199270181232444392,27
102199328457791445208,35
102202507972110357201,21
102206893574745673219,32
102207273390206716729,21
102207780976201226590,20
102210306165260147129,24
102210318785711285666,29
102212307897644802074,36
102213381075128647423,54
102214247677428223726,34
102217125735823374958,21
102221969032573025653,28
102228209131932238796,26
102229168397544144871,36
102236640726248167988,24
102238612893136216036,29
102243546319032560396,21
102243620389684096653,26
102247088519403645456,29
102247243491238221867,23
102248881410334618209,23
102252950410918497340,21
102253021314570605526,22
102253126424569258768,20
102253574430360177668,40
102253935738167850358,22
102256588997957643557,20
102257789651791111678,24
102258391215392590462,26
102259598689323551447,25
102262555133649567561,24
102264148856830497342,23
102268521241336887507,21
102269440327558113732,31
102271347445776231182,26
102272337686480191000,20
102273502518943264444,22
102282513174990628866,71
102282902658496890080,24
102287909542850414573,20
102299821840658237401,142
102300333991786881227,24
102300881298943630747,28
102302796657060424648,22
102303555726474285456,38
102303843194765442946,41
102304247751201593852,20
102304842762760253309,20
102305129249935789162,21
102305675675315080402,25
102309567048995020870,22
102311090099425091351,36
102311532872682616759,24
102312248194238735442,24
102313240186248435763,21
102313959709252649039,26
102317072486864466672,24
102317192968182916171,23
102319808565524021569,28
102319905572883761675,20
102319975676501153254,27
102321816302636458588,21
102324987992493520708,22
102330294009146773607,54
102331302754474584413,24
102335506521227885593,20
102339476712358642479,32
102343938772271072988,28
102344423129359752463,37
102345182617202975772,20
102349478847479750205,23
102350334793446236304,20
102350690618105679934,39
102360069105213937158,27
102360710705305362146,38
102363959819242585946,74
102364726184189843632,38
102373762011410271214,30
102374158460041932424,25
102374401327778636417,27
102375744479624944537,21
102377734439142580080,22
102378335479679789828,23
102379475928584968334,44
102380155590456895575,21
102380632612941871237,57
102381864208741428193,27
102381912409993107815,24
102382035298719827842,28
102386722304362578399,20
102388017789035658754,48
102391537401219831400,20
102392177294215697916,21
102393273415276326824,20
102394051200330903547,20
102397351638856362074,24
102398970160192267535,30
102399692300830028055,20
102402122104651257752,22
102403162592707858294,26
102405510126453090710,39
102407606499571861470,26
102408933881120020986,24
102409610793594479135,23
102410199220507850097,20
102411545487216108276,29
102413796282685682621,22
102419822021987272189,26
102419881134370344205,26
102420782430832911487,20
102422058270412545739,27
102423023499922818911,20
102425160725862686826,22
102425814829057540679,46
102427496441768639069,21
102429555329201817139,20
102430744681350365233,42
102430962865851804717,23
102433699098497171784,20
102435967862639714885,39
102438374824817806160,20
102441504788775133021,33
102443730847987365937,26
102446310617257339873,24
102447369809961335668,25
102448545531156640438,37
102448657304222856166,51
102448757949866488635,27
102449681842864107861,48
102450106494404431256,27
102452501974401450044,20
102456311147735146987,22
102461256168779529474,37
102461275314439727111,22
102462851333682488962,31
102463684453512988243,21
102475263094410905085,42
102476227711192087016,80
102477604135821589862,27
102479024125521670165,21
102481481736452058464,32
102486335021929306258,24
102486746724883249870,27
102487860584481432376,21
102490117797950106304,27
102491590563607905190,21
102492597025778856045,32
102494382191797908663,21
102497516540131007401,34
102498705743074812107,24
102500113885153679197,22
102502031905113059899,20
102503804232117109430,20
102504294348679914985,28
102505953693868569390,25
102508849933306482121,21
102509229805522830968,25
102513990979939558963,20
102518304853496125096,22
102519964983832605219,30
102520112412291472272,21
102520373665173648702,25
102523451993878839616,36
102524092176231703410,20
102526432032289515233,46
102526985593638434187,30
102529472326186158923,28
102531359524436238487,23
102531591528412832383,27
102535513571206834621,23
102537021726025950408,23
102541498623120262442,54
102543484387278903529,22
102544604607405992420,22
102545630495546158144,41
102546056562513130144,24
102546398296490035985,27
102548642438247499572,20
102549337404707035983,44
102552156854708643621,27
102556735886253758814,30
102559864834175899175,27
102560317548202952731,29
102562843513722820923,26
102567234280283800670,27
102570196303906580829,24
102571719816690763141,71
102571922218423098207,29
102572962659486933291,24
102573039996977153730,24
102574650729188351295,21
102580757727261606176,40
102581527169160580987,54
102581699244439189680,43
102581840899332403043,25
102584889065474685337,36
102585486573237150202,20
102585835544532063047,25
102585954053338407669,22
102586642856793772261,27
102595820736418415381,42
102599740191006671724,25
102600668738069500744,20
102602123172308401292,27
102604143312905944954,28
102613767239866245780,29
102614801062792678886,33
102614994890885130919,41
102618841070859466213,26
102622331161667993140,34
102624699830939261372,31
102627420370345316238,25
102629888840871836098,26
102630079884952679122,34
102633715380754238949,22
102634418530986041145,34
102634972550189621585,23
102641323362730500468,30
102641395100971727681,20
102641857310997795535,23
102642705777559718863,46
102645076253773717670,25
102647667533318301985,23
102650821862160834167,21
102657115890071668465,31
102662374078669391727,32
102665114498378555111,42
102665605303015828753,28
102668063149184823907,22
102668545446132288013,20
102669253676876999545,21
102670309928653344541,33
102672393598587106401,23
102674854256193585846,40
102678442261320479484,23
102679850923963633613,22
102684666280500625984,30
102688182406749750318,23
102689747148454860994,24
102690091571148307715,70
102692039162058183365,30
102694195369801661290,45
102694597232872191471,20
102696737068494252969,26
102702709436702003397,47
102706814505004226447,32
102708778884323002253,28
102709486610693063951,32
102710331099655243309,34
102710499131195062708,29
102712489286647176066,23
102712936445347309825,22
102713920913607978181,28
102720115617929920584,21
102720829687381124093,49
102720954594266343114,28
102721753375894884351,27
102725683076878575198,20
102726128326876984630,46
102727120877186199792,33
102728383917848667459,20
102737259690939952287,65
102737962558922914535,22
102739990564636853445,24
102742634586381518175,38
102744210321902109096,30
102747917142117473609,24
102750064748061879995,20
102750726431527499446,29
102751960711415279790,29
102752748161541893437,29
102756164233379467028,24
102759614254962734785,23
102759900891861295493,31
102761903642309431318,25
102763261489324542695,21
102763648997025447471,22
102763670026544071257,20
102764457710133207067,28
102766485381501326268,37
102767456032592729947,25
102767690322487133055,28
102767756040392761621,21
102769973160996305254,21
102776595658761025933,24
102782308343200333723,20
102782977714465316207,34
102783724002960799129,21
102785834903315011538,21
102786840304912643381,20
102787975754270061191,23
102788002253629360712,29
102792914017035177209,20
102793096986879504170,44
102795174336777074723,38
102795514680448145082,21
102798397906169258548,41
102800605665188427359,22
102801457521533181985,37
102804958711185120409,31
102808620271050183363,31
102809507380416585751,25
102811182048742482927,31
102812045301608091578,21
102814498676992343419,25
102820920460210882900,20
102821074069827782666,24
102822822596384961301,34
102823697520823097440,31
102833405715912199472,22
102834590647357752378,48
102837592139129677983,51
102838027700889816958,26
102838225222931112614,38
102838458802180485237,22
102838575691690297150,20
102844060487172556723,34
102844407405595122168,24
102847839067597558584,26
102849106064243710289,22
102850043399775280858,55
102852662684846394486,42
102854686033030309547,20
102857044437352770614,25
102857263244898045197,20
102858080708186374287,21
102858889402737673335,22
102859322193709892397,20
102859788288825091924,25
102860715641640976780,54
102861389767962887243,28
102866609234482045821,27
102871937238285130274,28
102875962183279076000,20
102876421386970849527,76
102879552029143059541,27
102884070295042425504,21
102885720036114401307,32
102886417207037928867,56
102895135686474412577,20
102898619515943543937,28
102905363063787816336,25
102905720275259077151,23
102907204966617797392,27
102910352915002658628,22
102911289655444335564,20
102913145425928783430,25
102916106417040096924,21
102916121105515084964,22
102918253898437847981,40
102920201513866255536,20
102929168538442289694,24
102930088376024747288,37
102938145863661887519,22
102944226818104478379,43
102945043945434188588,26
102945265618559489638,20
102945939881705474406,24
102947296812311148453,20
102950877786789550031,31
102951105921860883312,22
102951244563603960635,20
102951869892548729181,21
102954688457300330092,26
102960525871821173617,27
102961003474082658412,29
102961644173695729940,48
102962348497640271860,22
102963745834567820171,23
102966308359173863278,27
102970531056492808728,21
102972204917385822173,26
102972499931993852296,46
102973496638692325821,22
102975683241094659208,22
102976758908825894573,25
102977401658916201589,20
102977464585178670694,20
