gmap_id,name,latitude,longitude,category,avg_rating,num_of_reviews,price,hours
0x80dd262000d8ed63:0x88ad258d8da5f16c,Ding Tea Westminster,33.7597295,-117.99503849999999,"['Bubble tea store', 'Cafe', 'Coffee shop']",4.5,138,$,"[['Thursday', '11AM–9:30PM'], ['Friday', '11AM–9:30PM'], ['Saturday', '11AM–9:30PM'], ['Sunday', '11AM–9:30PM'], ['Monday', '11AM–9:30PM'], ['Tuesday', '11AM–9:30PM'], ['Wednesday', '11AM–9:30PM']]"
0x80c2bb0981a5ad7b:0xc7a24c6300f14450,Rocco's Cheesecake,34.0179313,-118.472686,"['Dessert restaurant', 'Coffee shop']",4.6,177,$$,"[['Wednesday', '11AM–8PM'], ['Thursday', '11AM–8PM'], ['Friday', '11AM–10PM'], ['Saturday', '11AM–10PM'], ['Sunday', '11AM–7PM'], ['Monday', 'Closed'], ['Tuesday', '11AM–8PM']]"
0x80ebcafc73174761:0xd74c255fa3493f6d,The Same Place,35.140201499999996,-119.45703119999999,['Cafe'],4.6,113,,"[['Wednesday', '6AM–2PM'], ['Thursday', '6AM–2PM'], ['Friday', '6AM–2PM'], ['Saturday', '6AM–2PM'], ['Sunday', '6AM–2PM'], ['Monday', '6AM–2PM'], ['Tuesday', '6AM–2PM']]"
0x808f96d108ea1579:0xb92acef70dbe6b15,Antigua Coffee Shop,37.627641499999996,-122.1209265,['Cafe'],4.4,145,$,"[['Wednesday', '6AM–2PM'], ['Thursday', '6AM–2PM'], ['Friday', 'Closed'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '6AM–2PM'], ['Tuesday', '6AM–2PM']]"
0x80dc75c362342fb5:0x4549ca128d967fb4,Milk Organics,33.2014394,-117.24177399999999,"['Cafe', 'Organic restaurant', 'Vegan restaurant']",4.7,106,,"[['Tuesday', 'Closed'], ['Wednesday', '8AM–2PM'], ['Thursday', '8AM–2PM'], ['Friday', '8AM–2PM'], ['Saturday', '9AM–2PM'], ['Sunday', '9AM–2PM'], ['Monday', '8AM–2PM']]"
0x809aa018320e2e25:0x3ff90e509d780f07,Tillie's Fine Food & Coffee Company,38.1344096,-121.2732776,"['Coffee shop', 'Bakery', 'Breakfast restaurant', 'Cake shop', 'Dessert shop', 'Lunch restaurant', 'Pastry shop', 'Salad shop', 'Sandwich shop', 'Vegetarian restaurant']",4.6,118,,"[['Tuesday', '8AM–4PM'], ['Wednesday', '8AM–4PM'], ['Thursday', '8AM–4PM'], ['Friday', '8AM–4PM'], ['Saturday', '8AM–4PM'], ['Sunday', 'Closed'], ['Monday', '8AM–4PM']]"
0x80c35d92ccd0ae8d:0x42894009924e7924,Six Beans Coffee,34.384037,-117.3189926,['Coffee shop'],4.8,118,,"[['Tuesday', '5:30AM–9PM'], ['Wednesday', '5:30AM–9PM'], ['Thursday', '5:30AM–9PM'], ['Friday', '5:30AM–9PM'], ['Saturday', '5:30AM–9PM'], ['Sunday', '6AM–7PM'], ['Monday', '5:30AM–9PM']]"
0x8085787883da363d:0x8cb4c1919140e77b,Bubbaloo Café,37.912288499999995,-122.3550083,"['Cafe', 'Restaurant']",4.4,154,$$,"[['Monday', '7:30AM–7PM'], ['Tuesday', '7:30AM–7PM'], ['Wednesday', '7:30AM–7PM'], ['Thursday', '7:30AM–7PM'], ['Friday', '7:30AM–7PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed']]"
0x809a2379a9fe82b1:0x35832ab8570798d0,Silver Fork Cafe,38.768409,-120.31512599999999,"['American restaurant', 'Coffee shop']",3.6,138,,"[['Monday', '7AM–3PM'], ['Tuesday', '7AM–3PM'], ['Wednesday', '7AM–3PM'], ['Thursday', '7AM–3PM'], ['Friday', '7AM–3PM'], ['Saturday', '7AM–3PM'], ['Sunday', '7AM–3PM']]"
0x80dd2728065919ab:0xe8544ca528233ea2,Tastea Fountain Valley,33.7140173,-117.9541436,"['Bubble tea store', 'Coffee shop', 'Juice shop', 'Tea house', 'Tea store']",4.4,118,$,"[['Monday', '11AM–10PM'], ['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM'], ['Friday', '11AM–11PM'], ['Saturday', '11AM–11PM'], ['Sunday', '11AM–6PM']]"
0x808f9162acd3da41:0xcdc4bfe342635dc5,Snappy's Cafe,37.6738487,-122.08409089999999,['Cafe'],4.8,118,$,"[['Monday', '6AM–4PM'], ['Tuesday', '6AM–4PM'], ['Wednesday', '6AM–4PM'], ['Thursday', '6AM–4PM'], ['Friday', '6AM–4PM'], ['Saturday', '8AM–4PM'], ['Sunday', 'Closed']]"
0x80c2b8e061498215:0xfc370c18510ad54b,Bird on the tree cafe,34.0624391,-118.3436509,['Coffee shop'],4.4,103,$,"[['Monday', '7AM–4PM'], ['Tuesday', '7AM–4PM'], ['Wednesday', '7AM–4PM'], ['Thursday', '7AM–4PM'], ['Friday', '7AM–4PM'], ['Saturday', '9AM–2PM'], ['Sunday', 'Closed']]"
0x809b1162c9839dc7:0xea5378e9212c7f13,Missions Coffee,38.936136499999996,-121.0951551,['Cafe'],4.7,185,,"[['Sunday', 'Closed'], ['Monday', '6:30AM–4PM'], ['Tuesday', '6:30AM–4PM'], ['Wednesday', '6:30AM–4PM'], ['Thursday', '6:30AM–4PM'], ['Friday', '6:30AM–1:30PM'], ['Saturday', 'Closed']]"
0x80ec587b7ff3eab5:0x90eeddc874943881,Seaside Cafe & Bakery,35.157415799999995,-120.6718241,['Cafe'],4.4,107,$$,"[['Sunday', '7AM–2PM'], ['Monday', '7AM–2PM'], ['Tuesday', '7AM–2PM'], ['Wednesday', '7AM–2PM'], ['Thursday', '7AM–2PM'], ['Friday', '7AM–2PM'], ['Saturday', '7AM–2PM']]"
0x80c2cfea186fffb9:0x5a3878abbb0597d0,Lollicup Fresh,34.0782776,-118.1248742,['Cafe'],4.5,136,$,"[['Saturday', '11AM–8PM'], ['Sunday', '11AM–8PM'], ['Monday', '11AM–8PM'], ['Tuesday', '11AM–8PM'], ['Wednesday', '11AM–8PM'], ['Thursday', '11AM–8PM'], ['Friday', '11AM–8PM']]"
0x8094e4304960a555:0x1675480f99b3a7a0,Tom's Donut Shop No. 2,36.517587299999995,-119.5480872,"['Cafe', 'Donut shop']",4.3,118,$,"[['Saturday', '3AM–3PM'], ['Sunday', '3AM–3PM'], ['Monday', '3AM–5PM'], ['Tuesday', '3AM–5PM'], ['Wednesday', '3AM–5PM'], ['Thursday', '3AM–5PM'], ['Friday', '3AM–5PM']]"
0x80db7f8983c7dd7d:0x18a26bcb7b4c95e0,IC Rainbow - Thai Rolled Ice cream,33.5320714,-117.1517815,"['Ice cream shop', 'Coffee shop', 'Dessert shop', 'Tea house']",4.8,106,,"[['Saturday', '11AM–10PM'], ['Sunday', '11AM–9PM'], ['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–10PM']]"
0x80dc03fc8eb2d08b:0xe7a3f664d63c77be,Sicilia Bella,32.8475722,-117.2724111,"['Italian restaurant', 'Cafeteria', 'Italian grocery store', 'Sicilian restaurant', 'Southern Italian restaurant']",4.9,146,$$,"[['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', '12–6PM'], ['Thursday', 'Closed'], ['Friday', 'Closed']]"
0x80c2bb6762345aeb:0x1fdf64c7fd7312b7,MillCross Coffee Bar & Kitchen,34.0101752,-118.4111349,"['Cafe', 'Coffee shop']",4.8,108,$$,"[['Friday', '7AM–5PM'], ['Saturday', '8AM–5PM'], ['Sunday', '8AM–5PM'], ['Monday', '7AM–5PM'], ['Tuesday', '7AM–5PM'], ['Wednesday', '7AM–5PM'], ['Thursday', '7AM–5PM']]"
0x80c29d738579dfef:0x53cc016fd29f2afc,Old New York Deli & Bakery Co,34.183056799999996,-118.6071465,"['Deli', 'Bakery', 'Breakfast restaurant', 'Caterer', 'Coffee shop', 'Lunch restaurant', 'Sandwich shop']",4.4,118,,"[['Friday', '6AM–9PM'], ['Saturday', '6AM–9PM'], ['Sunday', '6AM–9PM'], ['Monday', '6AM–9PM'], ['Tuesday', '6AM–9PM'], ['Wednesday', '6AM–9PM'], ['Thursday', '6AM–9PM']]"
0x808fbe2d3bc9f2e7:0x2ddaf874c5a035b2,Sweet Orchid,37.574999999999996,-122.03888889999999,"['Dessert shop', 'Bakery', 'Coffee shop', 'Ice cream shop']",4.4,148,$$,"[['Thursday', '12–8PM'], ['Friday', '12–8PM'], ['Saturday', '12–8PM'], ['Sunday', '12–8PM'], ['Monday', 'Closed'], ['Tuesday', '12–8PM'], ['Wednesday', '12–8PM']]"
0x808fa385163c88af:0x54c0feae89522da,Breaker's Cafe,37.4562361,-122.22977689999999,"['Breakfast restaurant', 'Coffee shop']",4.2,128,$,"[['Thursday', '7AM–2PM'], ['Friday', '7AM–2PM'], ['Saturday', '7AM–2PM'], ['Sunday', '7AM–2PM'], ['Monday', '7AM–2PM'], ['Tuesday', '7AM–2PM'], ['Wednesday', '7AM–2PM']]"
0x54cdeec458bdf177:0x671e225b918a580,Café Maddalena,41.210688399999995,-122.27123669999999,"['Cafe', 'Restaurant']",4.7,108,$$,"[['Wednesday', 'Closed'], ['Thursday', '5–9PM'], ['Friday', '5–9PM'], ['Saturday', '5–9PM'], ['Sunday', '5–9PM'], ['Monday', 'Closed'], ['Tuesday', 'Closed']]"
0x80c33154026fb43b:0x28d530b39aa2c690,The Local Baker and Cafe,34.0959249,-117.6492799,['Cafe'],4.7,107,$,"[['Wednesday', '7AM–5PM'], ['Thursday', '7AM–5PM'], ['Friday', '7AM–5PM'], ['Saturday', '7AM–5PM'], ['Sunday', '7AM–5PM'], ['Monday', '7AM–5PM'], ['Tuesday', '7AM–5PM']]"
0x80c352d566e018ab:0xfadeedbfe00f8a32,La Michoacana Ice Cream,34.090568499999996,-117.3142561,"['Ice cream shop', 'Coffee shop']",4.0,154,,"[['Wednesday', '10AM–8:30PM'], ['Thursday', '10AM–8:30PM'], ['Friday', '10AM–8:30PM'], ['Saturday', '10AM–8:30PM'], ['Sunday', '10AM–8:30PM'], ['Monday', '10AM–8:30PM'], ['Tuesday', '10AM–8:30PM']]"
0x80c2c57ae0b19483:0x968c074be4220770,Tastea Alhambra,34.098411,-118.1232678,"['Tea house', 'Bubble tea store', 'Cafe', 'Coffee shop', 'Juice shop']",4.3,128,$,"[['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–10PM'], ['Saturday', '11AM–10PM'], ['Sunday', '11AM–9PM'], ['Monday', '11AM–9PM']]"
0x808529737cc7527f:0xf03e86a558f2c7d3,Root of Happiness Kava Bar | Davis,38.543804699999995,-121.7403777,"['Cafe', 'Lounge', 'Tea house']",4.5,178,$$,"[['Tuesday', '11AM–1AM'], ['Wednesday', '11AM–1AM'], ['Thursday', '11AM–1AM'], ['Friday', '11AM–1AM'], ['Saturday', '11AM–1AM'], ['Sunday', '11AM–1AM'], ['Monday', '11AM–1AM']]"
0x80dd27de9d342529:0xd7fbf9c36846d1b1,Feen Coffee,33.730505,-117.9990991,['Coffee shop'],4.1,128,,"[['Tuesday', '7AM–6PM'], ['Wednesday', '7AM–6PM'], ['Thursday', '7AM–6PM'], ['Friday', '7AM–6PM'], ['Saturday', '8AM–6PM'], ['Sunday', '8AM–6PM'], ['Monday', '7AM–6PM']]"
0x80c2b5df7f55bd49:0x91fc8e3be1a876b2,Starbucks,33.922108,-118.32145,['Coffee shop'],3.8,118,$$,"[['Tuesday', '8AM–9PM'], ['Wednesday', '8AM–9PM'], ['Thursday', '8AM–9PM'], ['Friday', '8AM–9PM'], ['Saturday', '8AM–9PM'], ['Sunday', '8AM–9PM'], ['Monday', '8AM–9PM']]"
0x80900c9156749c27:0x27aa51afd2feea86,Lollicup,38.0213032,-121.2917078,"['Coffee shop', 'Bar & grill', 'Cafe']",4.1,108,$,"[['Tuesday', '11AM–8PM'], ['Wednesday', '11AM–8PM'], ['Thursday', '11AM–8PM'], ['Friday', '11AM–8PM'], ['Saturday', '11AM–8PM'], ['Sunday', '11AM–8PM'], ['Monday', '11AM–8PM']]"
0x8090419f89f1f7c7:0xcfa7812e1055d3a7,McDonald's,37.7971679,-121.1943402,"['Fast food restaurant', 'Breakfast restaurant', 'Coffee shop', 'Hamburger restaurant', 'Restaurant', 'Sandwich shop']",3.4,1092,$,"[['Tuesday', '5AM–1AM'], ['Wednesday', '5AM–1AM'], ['Thursday', '5AM–1AM'], ['Friday', '5AM–1AM'], ['Saturday', '5AM–1AM'], ['Sunday', '5AM–1AM'], ['Monday', '5AM–1AM']]"
0x808fe9acc37b5607:0x779a0bb47fabe905,Starbucks,37.669008,-121.857345,"['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",4.4,148,$$,"[['Tuesday', '5AM–6PM'], ['Wednesday', '5AM–6PM'], ['Thursday', '5AM–6PM'], ['Friday', '5AM–6PM'], ['Saturday', '6AM–5PM'], ['Sunday', '6AM–5PM'], ['Monday', '5AM–6PM']]"
0x80d954f6a3eab3eb:0xd763a4843c95ead8,Starbucks,32.748275,-117.13118999999999,"['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",4.3,124,$$,
0x80dcac55f74e4cc7:0xf274251729ff5760,Starbucks,34.049347,-117.309579,"['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",4.4,722,$$,"[['Monday', '4:30AM–10PM'], ['Tuesday', '4:30AM–10PM'], ['Wednesday', '4:30AM–10PM'], ['Thursday', '4:30AM–10PM'], ['Friday', '4:30AM–10:30PM'], ['Saturday', '4:30AM–10:30PM'], ['Sunday', '4:30AM–10PM']]"
0x80dd287c5dcfa95d:0xafa15f16ec13b531,Cafe Orange,33.773537499999996,-117.9677366,"['Coffee shop', 'Cafe', 'Restaurant']",4.5,138,$,"[['Monday', '9AM–9PM'], ['Tuesday', '9AM–9PM'], ['Wednesday', '9AM–9PM'], ['Thursday', '9AM–9PM'], ['Friday', '9AM–10PM'], ['Saturday', '9AM–10PM'], ['Sunday', 'Closed']]"
0x80dcdc9a9fef3a53:0x5b024c40b79945b,Starbucks,33.721942,-117.770945,"['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",4.3,218,$$,"[['Monday', '5AM–8:30PM'], ['Tuesday', '5AM–8:30PM'], ['Wednesday', '5AM–8:30PM'], ['Thursday', '5AM–8:30PM'], ['Friday', '5AM–8:30PM'], ['Saturday', '5AM–8:30PM'], ['Sunday', '5AM–8:30PM']]"
0x808fb69c9938fbdb:0x8d2a2b0780b64bc5,Starbucks,37.352697,-122.051338,"['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",4.2,278,$$,"[['Monday', '5AM–7PM'], ['Tuesday', '5AM–7PM'], ['Wednesday', '5AM–7PM'], ['Thursday', '5AM–7PM'], ['Friday', '5AM–7PM'], ['Saturday', '6AM–7PM'], ['Sunday', '6AM–7PM']]"
0x808f940a301aeac7:0xb71c41748885a5be,McDonald's,37.649021,-122.06591499999999,"['Fast food restaurant', 'Breakfast restaurant', 'Coffee shop', 'Hamburger restaurant', 'Restaurant', 'Sandwich shop']",3.5,786,$,"[['Monday', '5:30AM–1AM'], ['Tuesday', '5:30AM–1AM'], ['Wednesday', '5:30AM–1AM'], ['Thursday', '5:30AM–1AM'], ['Friday', '5:30AM–2AM'], ['Saturday', '5:30AM–2AM'], ['Sunday', '5:30AM–1AM']]"
0x808f914094fdfb0d:0xee9364d8ccb35c,Panera Bread,37.653797,-122.105396,"['Cafe', 'Bakery', 'Breakfast restaurant', 'Caterer', 'Coffee shop', 'Delivery service', 'Takeout restaurant', 'Salad shop', 'Sandwich shop', 'Soup restaurant']",4.0,668,$$,"[['Monday', '8AM–8PM'], ['Tuesday', '8AM–8PM'], ['Wednesday', '8AM–8PM'], ['Thursday', '8AM–8PM'], ['Friday', '8AM–8PM'], ['Saturday', '8AM–8PM'], ['Sunday', '9AM–6PM']]"
0x808fba6317de8663:0x6bbd4366d6399a84,Starbucks,37.413098999999995,-122.125197,"['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",3.8,133,$$,
0x809ad7854ff0c075:0x3c2ee9a68da313c9,Starbucks,38.642902,-121.456448,"['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",4.0,955,$$,"[['Monday', '5AM–9PM'], ['Tuesday', '5AM–9PM'], ['Wednesday', '5AM–9PM'], ['Thursday', '5AM–9PM'], ['Friday', '5AM–9PM'], ['Saturday', '5AM–9PM'], ['Sunday', '5AM–9PM']]"
0x809b534615ba9ef7:0xd91e17d1e667fdee,Steele House Coffee,39.1370721,-121.6156805,['Coffee shop'],4.7,288,$,"[['Monday', '8AM–9PM'], ['Tuesday', '8AM–9PM'], ['Wednesday', '8AM–9PM'], ['Thursday', '8AM–9PM'], ['Friday', '8AM–9PM'], ['Saturday', '8AM–9PM'], ['Sunday', '9AM–1PM']]"
0x80dd287ffadf6c11:0x8463434eac1577a3,Mae's Cafe,33.7663916,-117.97143349999999,"['Diner', 'Cafe', 'Family restaurant', 'Restaurant']",4.3,1137,$,"[['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours']]"
0x80dd2e1f21bde78f:0x3cc3e26beca24c63,SideYard Cafe,33.796088,-118.107632,"['American restaurant', 'Breakfast restaurant', 'Coffee shop', 'Coffee store', 'Diner', 'Fast food restaurant']",4.4,228,$,"[['Monday', '8AM–8PM'], ['Tuesday', '8AM–8PM'], ['Wednesday', '8AM–8PM'], ['Thursday', '8AM–8PM'], ['Friday', '8AM–8PM'], ['Saturday', '8AM–8PM'], ['Sunday', '8AM–4PM']]"
0x80dcb1880b9f4a3d:0x551d706b49167562,Crave Coffee & Tea,33.9532279,-117.3909329,"['Coffee shop', 'Bagel shop']",4.4,108,$,"[['Monday', '7AM–4PM'], ['Tuesday', '7AM–4PM'], ['Wednesday', '7AM–4PM'], ['Thursday', '7AM–4PM'], ['Friday', '7AM–4PM'], ['Saturday', '7AM–4PM'], ['Sunday', '7AM–4PM']]"
0x80c35302a3858f73:0xda137785b1c7d23,McDonald's,34.1215707,-117.31425399999999,"['Fast food restaurant', 'Breakfast restaurant', 'Coffee shop', 'Hamburger restaurant', 'Restaurant', 'Sandwich shop']",3.5,1839,$,"[['Monday', '5AM–11PM'], ['Tuesday', '5AM–11PM'], ['Wednesday', '5AM–11PM'], ['Thursday', '5AM–11PM'], ['Friday', '5AM–11PM'], ['Saturday', '5AM–11PM'], ['Sunday', '5AM–11PM']]"
0x80c34d061fcf64d1:0xd5924fd7a85970d4,McDonald's,34.1070748,-117.3970269,"['Fast food restaurant', 'Breakfast restaurant', 'Coffee shop', 'Hamburger restaurant', 'Restaurant', 'Sandwich shop']",3.5,1412,$,"[['Monday', '5AM–2AM'], ['Tuesday', '5AM–2AM'], ['Wednesday', '5AM–2AM'], ['Thursday', '5AM–2AM'], ['Friday', '5AM–2AM'], ['Saturday', '5AM–2AM'], ['Sunday', '5AM–2AM']]"
0x80c34d83802e835f:0x79e08d2247be7e1,Sizzler,34.1223272,-117.37093109999999,"['Restaurant', 'Cafeteria', 'Family restaurant', 'Seafood restaurant', 'Steak house']",4.0,568,$$,"[['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–9:30PM'], ['Saturday', '11AM–9:30PM'], ['Sunday', '11AM–9PM']]"
0x80db1ba433f8ed57:0x931b3d254028293b,L'Atelier Cafe,33.821826699999995,-116.545841,"['French restaurant', 'Brunch restaurant', 'Cafe', 'Takeout restaurant']",4.6,568,$,"[['Monday', '7:30AM–2:30PM'], ['Tuesday', '7:30AM–2:30PM'], ['Wednesday', 'Closed'], ['Thursday', 'Closed'], ['Friday', '7:30AM–2:30PM'], ['Saturday', '7:30AM–2:30PM'], ['Sunday', '7:30AM–2:30PM']]"
0x80dd2fd8bc256987:0x2f3e0601ecc91c93,Mimi's Cafe,33.753944,-118.10777999999999,"['Bistro', 'Bakery', 'Bar', 'Breakfast restaurant', 'Brunch restaurant', 'Cafe', 'Caterer', 'French restaurant', 'Takeout restaurant', 'Wine bar']",4.1,442,$$,
0x80c2c7a0079e9565:0xc95e14a8ad2ace2b,Annie's Bakery Cafe,34.059954,-118.2754856,"['Bakery', 'Cafe']",4.2,108,,"[['Monday', '9AM–7:30PM'], ['Tuesday', '9AM–7:30PM'], ['Wednesday', '9AM–7:30PM'], ['Thursday', '9AM–7:30PM'], ['Friday', '9AM–7:30PM'], ['Saturday', '9AM–7:30PM'], ['Sunday', '9AM–7:30PM']]"
